Zeit  1 - Standardmessrate [s]	Maytec [mm]	Kraft [N]	Standardwegaufnehmer [mm]	Pyrometer [°C]	Drehwinkel [V]	MX840_0_CH 6 [V]	MX840_0_CH 7 [V]	MX840_0_CH 8 [V]
2.100	0.04553	122.02	0.8609	300.12	-1000000	-1000000	-1000000	-1000000	
2.120	0.04557	121.81	0.8610	300.08	-1000000	-1000000	-1000000	-1000000	
2.140	0.04559	121.87	0.8610	300.13	-1000000	-1000000	-1000000	-1000000	
2.160	0.04557	122.03	0.8611	300.17	-1000000	-1000000	-1000000	-1000000	
2.180	0.04553	122.03	0.8610	300.16	-1000000	-1000000	-1000000	-1000000	
2.200	0.04553	122.59	0.8610	300.10	-1000000	-1000000	-1000000	-1000000	
2.220	0.04560	123.25	0.8610	300.09	-1000000	-1000000	-1000000	-1000000	
2.240	0.04563	123.60	0.8609	300.14	-1000000	-1000000	-1000000	-1000000	
2.260	0.04562	123.66	0.8610	300.17	-1000000	-1000000	-1000000	-1000000	
2.280	0.04559	123.54	0.8613	300.14	-1000000	-1000000	-1000000	-1000000	
2.300	0.04562	123.05	0.8615	300.09	-1000000	-1000000	-1000000	-1000000	
2.320	0.04567	122.26	0.8617	300.10	-1000000	-1000000	-1000000	-1000000	
2.340	0.04568	121.86	0.8617	300.16	-1000000	-1000000	-1000000	-1000000	
2.360	0.04566	121.87	0.8617	300.17	-1000000	-1000000	-1000000	-1000000	
2.380	0.04567	121.96	0.8617	300.12	-1000000	-1000000	-1000000	-1000000	
2.400	0.04566	121.97	0.8618	300.08	-1000000	-1000000	-1000000	-1000000	
2.420	0.04567	122.11	0.8617	300.12	-1000000	-1000000	-1000000	-1000000	
2.440	0.04572	122.19	0.8617	300.17	-1000000	-1000000	-1000000	-1000000	
2.460	0.04574	122.08	0.8617	300.16	-1000000	-1000000	-1000000	-1000000	
2.480	0.04574	122.10	0.8618	300.10	-1000000	-1000000	-1000000	-1000000	
2.500	0.04575	122.04	0.8617	300.09	-1000000	-1000000	-1000000	-1000000	
2.520	0.04577	121.76	0.8619	300.14	-1000000	-1000000	-1000000	-1000000	
2.540	0.04583	121.81	0.8622	300.17	-1000000	-1000000	-1000000	-1000000	
2.560	0.04588	122.52	0.8624	300.14	-1000000	-1000000	-1000000	-1000000	
2.580	0.04588	123.19	0.8625	300.09	-1000000	-1000000	-1000000	-1000000	
2.600	0.04587	123.57	0.8625	300.10	-1000000	-1000000	-1000000	-1000000	
2.620	0.04587	123.73	0.8625	300.15	-1000000	-1000000	-1000000	-1000000	
2.640	0.04585	123.59	0.8624	300.17	-1000000	-1000000	-1000000	-1000000	
2.660	0.04586	122.78	0.8623	300.11	-1000000	-1000000	-1000000	-1000000	
2.680	0.04590	121.99	0.8623	300.08	-1000000	-1000000	-1000000	-1000000	
2.700	0.04590	121.68	0.8624	300.12	-1000000	-1000000	-1000000	-1000000	
2.720	0.04589	121.71	0.8624	300.17	-1000000	-1000000	-1000000	-1000000	
2.740	0.04589	121.87	0.8624	300.15	-1000000	-1000000	-1000000	-1000000	
2.760	0.04591	121.87	0.8625	300.09	-1000000	-1000000	-1000000	-1000000	
2.780	0.04595	121.74	0.8628	300.10	-1000000	-1000000	-1000000	-1000000	
2.800	0.04596	121.78	0.8630	300.15	-1000000	-1000000	-1000000	-1000000	
2.820	0.04596	121.89	0.8630	300.18	-1000000	-1000000	-1000000	-1000000	
2.840	0.04598	121.82	0.8630	300.14	-1000000	-1000000	-1000000	-1000000	
2.860	0.04599	121.68	0.8630	300.09	-1000000	-1000000	-1000000	-1000000	
2.880	0.04601	121.86	0.8631	300.11	-1000000	-1000000	-1000000	-1000000	
2.900	0.04601	121.92	0.8631	300.16	-1000000	-1000000	-1000000	-1000000	
2.920	0.04606	121.96	0.8631	300.17	-1000000	-1000000	-1000000	-1000000	
2.940	0.04610	121.30	0.8631	300.11	-1000000	-1000000	-1000000	-1000000	
2.960	0.04609	120.29	0.8630	300.08	-1000000	-1000000	-1000000	-1000000	
2.980	0.04615	119.10	0.8631	300.12	-1000000	-1000000	-1000000	-1000000	
3.000	0.04619	117.86	0.8633	300.17	-1000000	-1000000	-1000000	-1000000	
3.020	0.04621	116.67	0.8636	300.15	-1000000	-1000000	-1000000	-1000000	
3.040	0.04625	115.61	0.8637	300.09	-1000000	-1000000	-1000000	-1000000	
3.060	0.04633	114.32	0.8637	300.09	-1000000	-1000000	-1000000	-1000000	
3.080	0.04642	112.28	0.8637	300.15	-1000000	-1000000	-1000000	-1000000	
3.100	0.04653	109.47	0.8641	300.17	-1000000	-1000000	-1000000	-1000000	
3.120	0.04670	105.31	0.8644	300.13	-1000000	-1000000	-1000000	-1000000	
3.140	0.04694	98.31	0.8645	300.08	-1000000	-1000000	-1000000	-1000000	
3.160	0.04728	86.93	0.8647	300.11	-1000000	-1000000	-1000000	-1000000	
3.180	0.04777	69.22	0.8651	300.16	-1000000	-1000000	-1000000	-1000000	
3.200	0.04840	44.67	0.8656	300.16	-1000000	-1000000	-1000000	-1000000	
3.220	0.04917	15.21	0.8663	300.10	-1000000	-1000000	-1000000	-1000000	
3.240	0.04990	-13.55	0.8673	300.08	-1000000	-1000000	-1000000	-1000000	
3.260	0.05071	-39.03	0.8688	300.13	-1000000	-1000000	-1000000	-1000000	
3.280	0.05157	-59.37	0.8711	300.17	-1000000	-1000000	-1000000	-1000000	
3.300	0.05244	-73.31	0.8738	300.14	-1000000	-1000000	-1000000	-1000000	
3.320	0.05332	-82.26	0.8767	300.09	-1000000	-1000000	-1000000	-1000000	
3.340	0.05427	-89.42	0.8796	300.10	-1000000	-1000000	-1000000	-1000000	
3.360	0.05534	-96.99	0.8827	300.15	-1000000	-1000000	-1000000	-1000000	
3.380	0.05661	-105.85	0.8860	300.17	-1000000	-1000000	-1000000	-1000000	
3.400	0.05795	-118.90	0.8893	300.12	-1000000	-1000000	-1000000	-1000000	
3.420	0.05932	-139.06	0.8929	300.09	-1000000	-1000000	-1000000	-1000000	
3.440	0.06076	-165.32	0.8965	300.12	-1000000	-1000000	-1000000	-1000000	
3.460	0.06225	-195.00	0.9002	300.17	-1000000	-1000000	-1000000	-1000000	
3.480	0.06387	-225.18	0.9045	300.16	-1000000	-1000000	-1000000	-1000000	
3.500	0.06551	-250.88	0.9093	300.10	-1000000	-1000000	-1000000	-1000000	
3.520	0.06711	-268.06	0.9147	300.09	-1000000	-1000000	-1000000	-1000000	
3.540	0.06871	-276.57	0.9205	300.14	-1000000	-1000000	-1000000	-1000000	
3.560	0.07037	-278.69	0.9265	300.17	-1000000	-1000000	-1000000	-1000000	
3.580	0.07200	-277.74	0.9325	300.13	-1000000	-1000000	-1000000	-1000000	
3.600	0.07358	-276.00	0.9385	300.08	-1000000	-1000000	-1000000	-1000000	
3.620	0.07516	-274.72	0.9446	300.10	-1000000	-1000000	-1000000	-1000000	
3.640	0.07676	-274.75	0.9506	300.15	-1000000	-1000000	-1000000	-1000000	
3.660	0.07841	-275.57	0.9567	300.16	-1000000	-1000000	-1000000	-1000000	
3.680	0.08008	-276.55	0.9628	300.11	-1000000	-1000000	-1000000	-1000000	
3.700	0.08172	-277.94	0.9688	300.09	-1000000	-1000000	-1000000	-1000000	
3.720	0.08335	-280.15	0.9749	300.13	-1000000	-1000000	-1000000	-1000000	
3.740	0.08498	-282.67	0.9808	300.17	-1000000	-1000000	-1000000	-1000000	
3.760	0.08662	-285.24	0.9869	300.15	-1000000	-1000000	-1000000	-1000000	
3.780	0.08824	-287.55	0.9930	300.10	-1000000	-1000000	-1000000	-1000000	
3.800	0.08988	-288.93	0.9991	300.09	-1000000	-1000000	-1000000	-1000000	
3.820	0.09156	-289.36	1.005	300.14	-1000000	-1000000	-1000000	-1000000	
3.840	0.09327	-289.39	1.011	300.17	-1000000	-1000000	-1000000	-1000000	
3.860	0.09500	-289.54	1.018	300.13	-1000000	-1000000	-1000000	-1000000	
3.880	0.09668	-290.21	1.024	300.08	-1000000	-1000000	-1000000	-1000000	
3.900	0.09830	-290.91	1.030	300.11	-1000000	-1000000	-1000000	-1000000	
3.920	0.09992	-291.41	1.036	300.16	-1000000	-1000000	-1000000	-1000000	
3.940	0.1016	-292.36	1.043	300.42	-1000000	-1000000	-1000000	-1000000	
3.960	0.1033	-293.67	1.049	301.69	-1000000	-1000000	-1000000	-1000000	
3.980	0.1049	-295.14	1.055	303.73	-1000000	-1000000	-1000000	-1000000	
4.000	0.1066	-295.81	1.061	306.01	-1000000	-1000000	-1000000	-1000000	
4.020	0.1082	-295.91	1.068	308.58	-1000000	-1000000	-1000000	-1000000	
4.040	0.1099	-295.96	1.074	311.69	-1000000	-1000000	-1000000	-1000000	
4.060	0.1115	-295.53	1.080	315.31	-1000000	-1000000	-1000000	-1000000	
4.080	0.1130	-294.13	1.087	318.50	-1000000	-1000000	-1000000	-1000000	
4.100	0.1142	-287.88	1.093	320.66	-1000000	-1000000	-1000000	-1000000	
4.120	0.1150	-268.90	1.099	322.03	-1000000	-1000000	-1000000	-1000000	
4.140	0.1156	-230.64	1.106	323.46	-1000000	-1000000	-1000000	-1000000	
4.160	0.1161	-172.65	1.112	324.35	-1000000	-1000000	-1000000	-1000000	
4.180	0.1164	-101.45	1.117	324.88	-1000000	-1000000	-1000000	-1000000	
4.200	0.1165	-27.07	1.122	325.00	-1000000	-1000000	-1000000	-1000000	
4.220	0.1165	39.08	1.126	325.24	-1000000	-1000000	-1000000	-1000000	
4.240	0.1165	87.32	1.128	325.79	-1000000	-1000000	-1000000	-1000000	
4.260	0.1165	115.61	1.129	326.18	-1000000	-1000000	-1000000	-1000000	
4.280	0.1165	128.44	1.129	325.87	-1000000	-1000000	-1000000	-1000000	
4.300	0.1165	132.65	1.129	325.75	-1000000	-1000000	-1000000	-1000000	
4.320	0.1165	132.82	1.128	325.20	-1000000	-1000000	-1000000	-1000000	
4.340	0.1166	131.67	1.128	324.69	-1000000	-1000000	-1000000	-1000000	
4.360	0.1166	130.72	1.128	324.32	-1000000	-1000000	-1000000	-1000000	
4.380	0.1165	130.15	1.128	324.34	-1000000	-1000000	-1000000	-1000000	
4.400	0.1165	129.30	1.128	324.65	-1000000	-1000000	-1000000	-1000000	
4.420	0.1165	128.67	1.128	324.78	-1000000	-1000000	-1000000	-1000000	
4.440	0.1165	128.53	1.128	324.45	-1000000	-1000000	-1000000	-1000000	
4.460	0.1165	129.02	1.128	324.15	-1000000	-1000000	-1000000	-1000000	
4.480	0.1165	129.65	1.128	324.00	-1000000	-1000000	-1000000	-1000000	
4.500	0.1165	130.16	1.128	324.17	-1000000	-1000000	-1000000	-1000000	
4.520	0.1166	130.53	1.128	324.28	-1000000	-1000000	-1000000	-1000000	
4.540	0.1166	130.99	1.128	323.93	-1000000	-1000000	-1000000	-1000000	
4.560	0.1165	131.69	1.128	323.93	-1000000	-1000000	-1000000	-1000000	
4.580	0.1165	132.02	1.128	324.09	-1000000	-1000000	-1000000	-1000000	
4.600	0.1166	132.18	1.128	324.23	-1000000	-1000000	-1000000	-1000000	
4.620	0.1166	132.89	1.128	324.30	-1000000	-1000000	-1000000	-1000000	
4.640	0.1166	133.48	1.128	324.28	-1000000	-1000000	-1000000	-1000000	
4.660	0.1166	133.66	1.128	323.97	-1000000	-1000000	-1000000	-1000000	
4.680	0.1166	133.67	1.128	323.98	-1000000	-1000000	-1000000	-1000000	
4.700	0.1165	134.24	1.128	323.88	-1000000	-1000000	-1000000	-1000000	
4.720	0.1166	134.84	1.127	323.48	-1000000	-1000000	-1000000	-1000000	
4.740	0.1166	135.17	1.127	323.22	-1000000	-1000000	-1000000	-1000000	
4.760	0.1166	135.18	1.127	323.02	-1000000	-1000000	-1000000	-1000000	
4.780	0.1166	135.08	1.127	323.32	-1000000	-1000000	-1000000	-1000000	
4.800	0.1165	135.09	1.127	323.66	-1000000	-1000000	-1000000	-1000000	
4.820	0.1166	135.11	1.127	323.76	-1000000	-1000000	-1000000	-1000000	
4.840	0.1166	135.15	1.127	323.51	-1000000	-1000000	-1000000	-1000000	
4.860	0.1166	135.32	1.126	323.53	-1000000	-1000000	-1000000	-1000000	
4.880	0.1166	135.62	1.126	323.58	-1000000	-1000000	-1000000	-1000000	
4.900	0.1165	135.50	1.126	323.45	-1000000	-1000000	-1000000	-1000000	
4.920	0.1165	134.60	1.126	323.41	-1000000	-1000000	-1000000	-1000000	
4.940	0.1165	133.72	1.126	323.74	-1000000	-1000000	-1000000	-1000000	
4.960	0.1165	133.51	1.126	323.87	-1000000	-1000000	-1000000	-1000000	
4.980	0.1165	133.61	1.126	323.75	-1000000	-1000000	-1000000	-1000000	
5.000	0.1166	133.05	1.126	323.12	-1000000	-1000000	-1000000	-1000000	
5.020	0.1167	132.38	1.126	322.83	-1000000	-1000000	-1000000	-1000000	
5.040	0.1167	131.84	1.126	323.30	-1000000	-1000000	-1000000	-1000000	
5.060	0.1166	131.05	1.125	323.70	-1000000	-1000000	-1000000	-1000000	
5.080	0.1166	130.08	1.125	323.90	-1000000	-1000000	-1000000	-1000000	
5.100	0.1166	128.93	1.125	323.76	-1000000	-1000000	-1000000	-1000000	
5.120	0.1166	127.58	1.125	324.04	-1000000	-1000000	-1000000	-1000000	
5.140	0.1166	125.86	1.125	324.40	-1000000	-1000000	-1000000	-1000000	
5.160	0.1167	123.64	1.125	324.21	-1000000	-1000000	-1000000	-1000000	
5.180	0.1168	120.64	1.125	324.05	-1000000	-1000000	-1000000	-1000000	
5.200	0.1168	116.16	1.125	324.22	-1000000	-1000000	-1000000	-1000000	
5.220	0.1169	109.06	1.125	324.98	-1000000	-1000000	-1000000	-1000000	
5.240	0.1171	98.64	1.125	325.78	-1000000	-1000000	-1000000	-1000000	
5.260	0.1174	82.32	1.125	326.82	-1000000	-1000000	-1000000	-1000000	
5.280	0.1177	57.79	1.126	328.08	-1000000	-1000000	-1000000	-1000000	
5.300	0.1181	27.09	1.126	328.88	-1000000	-1000000	-1000000	-1000000	
5.320	0.1186	-2.811	1.127	329.40	-1000000	-1000000	-1000000	-1000000	
5.340	0.1191	-21.32	1.128	330.03	-1000000	-1000000	-1000000	-1000000	
5.360	0.1195	-21.96	1.130	330.68	-1000000	-1000000	-1000000	-1000000	
5.380	0.1196	-4.117	1.133	331.17	-1000000	-1000000	-1000000	-1000000	
5.400	0.1197	29.05	1.135	331.58	-1000000	-1000000	-1000000	-1000000	
5.420	0.1198	67.75	1.138	331.74	-1000000	-1000000	-1000000	-1000000	
5.440	0.1198	101.07	1.139	331.70	-1000000	-1000000	-1000000	-1000000	
5.460	0.1197	123.25	1.140	331.85	-1000000	-1000000	-1000000	-1000000	
5.480	0.1198	134.91	1.140	332.01	-1000000	-1000000	-1000000	-1000000	
5.500	0.1198	139.83	1.140	332.14	-1000000	-1000000	-1000000	-1000000	
5.520	0.1199	140.81	1.140	332.17	-1000000	-1000000	-1000000	-1000000	
5.540	0.1198	140.43	1.140	332.25	-1000000	-1000000	-1000000	-1000000	
5.560	0.1198	139.79	1.139	332.26	-1000000	-1000000	-1000000	-1000000	
5.580	0.1198	138.95	1.139	332.28	-1000000	-1000000	-1000000	-1000000	
5.600	0.1198	138.49	1.139	332.27	-1000000	-1000000	-1000000	-1000000	
5.620	0.1198	138.54	1.139	332.21	-1000000	-1000000	-1000000	-1000000	
5.640	0.1198	138.17	1.139	332.18	-1000000	-1000000	-1000000	-1000000	
5.660	0.1198	137.35	1.138	332.01	-1000000	-1000000	-1000000	-1000000	
5.680	0.1198	136.92	1.138	332.11	-1000000	-1000000	-1000000	-1000000	
5.700	0.1198	136.61	1.138	332.26	-1000000	-1000000	-1000000	-1000000	
5.720	0.1198	135.95	1.138	332.10	-1000000	-1000000	-1000000	-1000000	
5.740	0.1198	135.39	1.138	331.95	-1000000	-1000000	-1000000	-1000000	
5.760	0.1198	134.82	1.138	331.83	-1000000	-1000000	-1000000	-1000000	
5.780	0.1198	134.06	1.138	331.94	-1000000	-1000000	-1000000	-1000000	
5.800	0.1199	133.14	1.138	332.13	-1000000	-1000000	-1000000	-1000000	
5.820	0.1199	131.82	1.137	332.33	-1000000	-1000000	-1000000	-1000000	
5.840	0.1199	130.41	1.137	332.36	-1000000	-1000000	-1000000	-1000000	
5.860	0.1199	128.75	1.137	331.97	-1000000	-1000000	-1000000	-1000000	
5.880	0.1200	126.90	1.137	332.00	-1000000	-1000000	-1000000	-1000000	
5.900	0.1200	124.30	1.137	332.53	-1000000	-1000000	-1000000	-1000000	
5.920	0.1200	119.98	1.137	332.83	-1000000	-1000000	-1000000	-1000000	
5.940	0.1201	113.79	1.137	332.95	-1000000	-1000000	-1000000	-1000000	
5.960	0.1203	104.52	1.137	333.49	-1000000	-1000000	-1000000	-1000000	
5.980	0.1206	89.66	1.137	334.57	-1000000	-1000000	-1000000	-1000000	
6.000	0.1210	67.22	1.137	335.88	-1000000	-1000000	-1000000	-1000000	
6.020	0.1214	37.14	1.138	337.01	-1000000	-1000000	-1000000	-1000000	
6.040	0.1218	4.539	1.138	337.80	-1000000	-1000000	-1000000	-1000000	
6.060	0.1223	-20.55	1.140	338.59	-1000000	-1000000	-1000000	-1000000	
6.080	0.1227	-30.23	1.141	339.44	-1000000	-1000000	-1000000	-1000000	
6.100	0.1230	-21.11	1.144	339.88	-1000000	-1000000	-1000000	-1000000	
6.120	0.1232	5.330	1.146	340.13	-1000000	-1000000	-1000000	-1000000	
6.140	0.1233	41.79	1.149	340.90	-1000000	-1000000	-1000000	-1000000	
6.160	0.1233	77.73	1.151	341.67	-1000000	-1000000	-1000000	-1000000	
6.180	0.1233	105.45	1.152	341.74	-1000000	-1000000	-1000000	-1000000	
6.200	0.1233	122.69	1.152	341.35	-1000000	-1000000	-1000000	-1000000	
6.220	0.1233	131.31	1.152	341.10	-1000000	-1000000	-1000000	-1000000	
6.240	0.1232	134.59	1.152	341.18	-1000000	-1000000	-1000000	-1000000	
6.260	0.1232	135.33	1.152	341.29	-1000000	-1000000	-1000000	-1000000	
6.280	0.1233	135.32	1.152	341.56	-1000000	-1000000	-1000000	-1000000	
6.300	0.1233	135.31	1.152	341.63	-1000000	-1000000	-1000000	-1000000	
6.320	0.1233	135.44	1.152	341.60	-1000000	-1000000	-1000000	-1000000	
6.340	0.1234	135.43	1.152	341.59	-1000000	-1000000	-1000000	-1000000	
6.360	0.1233	135.28	1.152	341.64	-1000000	-1000000	-1000000	-1000000	
6.380	0.1233	135.29	1.152	341.68	-1000000	-1000000	-1000000	-1000000	
