Zeit  1 - Standardmessrate [s]	Maytec [mm]	Kraft [N]	Standardwegaufnehmer [mm]	Pyrometer [°C]	Drehwinkel [V]	MX840_0_CH 6 [V]	MX840_0_CH 7 [V]	MX840_0_CH 8 [V]
1.900	-0.03014	131.39	0.7899	300.14	-1000000	-1000000	-1000000	-1000000	
1.920	-0.03010	131.49	0.7899	300.14	-1000000	-1000000	-1000000	-1000000	
1.940	-0.03005	131.57	0.7900	300.12	-1000000	-1000000	-1000000	-1000000	
1.960	-0.03002	131.55	0.7900	300.12	-1000000	-1000000	-1000000	-1000000	
1.980	-0.03003	131.69	0.7900	300.13	-1000000	-1000000	-1000000	-1000000	
2.000	-0.03004	131.70	0.7899	300.15	-1000000	-1000000	-1000000	-1000000	
2.020	-0.03004	131.54	0.7899	300.14	-1000000	-1000000	-1000000	-1000000	
2.040	-0.03000	131.41	0.7899	300.12	-1000000	-1000000	-1000000	-1000000	
2.060	-0.02997	131.28	0.7901	300.12	-1000000	-1000000	-1000000	-1000000	
2.080	-0.02995	131.22	0.7905	300.14	-1000000	-1000000	-1000000	-1000000	
2.100	-0.02993	131.35	0.7906	300.15	-1000000	-1000000	-1000000	-1000000	
2.120	-0.02994	131.49	0.7906	300.13	-1000000	-1000000	-1000000	-1000000	
2.140	-0.02994	131.35	0.7906	300.12	-1000000	-1000000	-1000000	-1000000	
2.160	-0.02995	131.29	0.7907	300.14	-1000000	-1000000	-1000000	-1000000	
2.180	-0.02988	131.34	0.7906	300.15	-1000000	-1000000	-1000000	-1000000	
2.200	-0.02982	131.41	0.7906	300.15	-1000000	-1000000	-1000000	-1000000	
2.220	-0.02986	131.30	0.7906	300.13	-1000000	-1000000	-1000000	-1000000	
2.240	-0.02989	131.29	0.7906	300.12	-1000000	-1000000	-1000000	-1000000	
2.260	-0.02987	131.30	0.7906	300.13	-1000000	-1000000	-1000000	-1000000	
2.280	-0.02982	131.23	0.7906	300.15	-1000000	-1000000	-1000000	-1000000	
2.300	-0.02977	131.43	0.7906	300.14	-1000000	-1000000	-1000000	-1000000	
2.320	-0.02982	131.50	0.7906	300.12	-1000000	-1000000	-1000000	-1000000	
2.340	-0.02984	131.55	0.7907	300.13	-1000000	-1000000	-1000000	-1000000	
2.360	-0.02979	131.46	0.7910	300.14	-1000000	-1000000	-1000000	-1000000	
2.380	-0.02976	131.49	0.7912	300.15	-1000000	-1000000	-1000000	-1000000	
2.400	-0.02973	131.47	0.7913	300.13	-1000000	-1000000	-1000000	-1000000	
2.420	-0.02968	131.32	0.7913	300.11	-1000000	-1000000	-1000000	-1000000	
2.440	-0.02972	131.18	0.7913	300.12	-1000000	-1000000	-1000000	-1000000	
2.460	-0.02976	131.18	0.7913	300.14	-1000000	-1000000	-1000000	-1000000	
2.480	-0.02975	131.33	0.7912	300.15	-1000000	-1000000	-1000000	-1000000	
2.500	-0.02971	131.52	0.7912	300.13	-1000000	-1000000	-1000000	-1000000	
2.520	-0.02969	131.55	0.7912	300.12	-1000000	-1000000	-1000000	-1000000	
2.540	-0.02966	131.35	0.7912	300.14	-1000000	-1000000	-1000000	-1000000	
2.560	-0.02962	131.38	0.7913	300.15	-1000000	-1000000	-1000000	-1000000	
2.580	-0.02960	131.48	0.7913	300.14	-1000000	-1000000	-1000000	-1000000	
2.600	-0.02959	131.35	0.7913	300.12	-1000000	-1000000	-1000000	-1000000	
2.620	-0.02960	130.53	0.7913	300.12	-1000000	-1000000	-1000000	-1000000	
2.640	-0.02957	129.48	0.7912	300.14	-1000000	-1000000	-1000000	-1000000	
2.660	-0.02956	128.31	0.7913	300.15	-1000000	-1000000	-1000000	-1000000	
2.680	-0.02957	126.97	0.7917	300.13	-1000000	-1000000	-1000000	-1000000	
2.700	-0.02951	125.77	0.7919	300.11	-1000000	-1000000	-1000000	-1000000	
2.720	-0.02946	124.40	0.7919	300.12	-1000000	-1000000	-1000000	-1000000	
2.740	-0.02945	122.82	0.7919	300.15	-1000000	-1000000	-1000000	-1000000	
2.760	-0.02941	121.03	0.7919	300.15	-1000000	-1000000	-1000000	-1000000	
2.780	-0.02929	118.33	0.7921	300.13	-1000000	-1000000	-1000000	-1000000	
2.800	-0.02914	114.20	0.7924	300.12	-1000000	-1000000	-1000000	-1000000	
2.820	-0.02894	107.46	0.7926	300.13	-1000000	-1000000	-1000000	-1000000	
2.840	-0.02864	96.18	0.7929	300.15	-1000000	-1000000	-1000000	-1000000	
2.860	-0.02816	77.42	0.7932	300.14	-1000000	-1000000	-1000000	-1000000	
2.880	-0.02753	47.70	0.7936	300.12	-1000000	-1000000	-1000000	-1000000	
2.900	-0.02671	7.602	0.7941	300.12	-1000000	-1000000	-1000000	-1000000	
2.920	-0.02565	-38.45	0.7952	300.14	-1000000	-1000000	-1000000	-1000000	
2.940	-0.02455	-84.45	0.7968	300.15	-1000000	-1000000	-1000000	-1000000	
2.960	-0.02346	-124.55	0.7992	300.13	-1000000	-1000000	-1000000	-1000000	
2.980	-0.02232	-153.59	0.8024	300.11	-1000000	-1000000	-1000000	-1000000	
3.000	-0.02115	-169.95	0.8063	300.13	-1000000	-1000000	-1000000	-1000000	
3.020	-0.02002	-176.14	0.8105	300.14	-1000000	-1000000	-1000000	-1000000	
3.040	-0.01884	-177.54	0.8147	300.14	-1000000	-1000000	-1000000	-1000000	
3.060	-0.01766	-177.28	0.8189	300.12	-1000000	-1000000	-1000000	-1000000	
3.080	-0.01648	-176.46	0.8233	300.11	-1000000	-1000000	-1000000	-1000000	
3.100	-0.01531	-176.24	0.8275	300.13	-1000000	-1000000	-1000000	-1000000	
3.120	-0.01412	-176.67	0.8318	300.15	-1000000	-1000000	-1000000	-1000000	
3.140	-0.01295	-177.21	0.8362	300.14	-1000000	-1000000	-1000000	-1000000	
3.160	-0.01179	-177.99	0.8405	300.12	-1000000	-1000000	-1000000	-1000000	
3.180	-0.01065	-179.03	0.8447	300.13	-1000000	-1000000	-1000000	-1000000	
3.200	-0.00944	-180.27	0.8490	300.14	-1000000	-1000000	-1000000	-1000000	
3.220	-0.00820	-181.41	0.8532	300.15	-1000000	-1000000	-1000000	-1000000	
3.240	-0.00701	-182.16	0.8576	300.13	-1000000	-1000000	-1000000	-1000000	
3.260	-0.00584	-182.50	0.8619	300.12	-1000000	-1000000	-1000000	-1000000	
3.280	-0.00469	-182.78	0.8663	300.13	-1000000	-1000000	-1000000	-1000000	
3.300	-0.00352	-183.43	0.8708	300.15	-1000000	-1000000	-1000000	-1000000	
3.320	-0.00235	-184.36	0.8752	300.15	-1000000	-1000000	-1000000	-1000000	
3.340	-0.00112	-186.11	0.8796	300.13	-1000000	-1000000	-1000000	-1000000	
3.360	0.00012	-188.60	0.8840	300.12	-1000000	-1000000	-1000000	-1000000	
3.380	0.00131	-190.67	0.8884	300.13	-1000000	-1000000	-1000000	-1000000	
3.400	0.00253	-191.90	0.8928	300.15	-1000000	-1000000	-1000000	-1000000	
3.420	0.00381	-192.40	0.8973	300.14	-1000000	-1000000	-1000000	-1000000	
3.440	0.00500	-192.36	0.9018	300.12	-1000000	-1000000	-1000000	-1000000	
3.460	0.00615	-191.67	0.9062	300.12	-1000000	-1000000	-1000000	-1000000	
3.480	0.00735	-191.18	0.9106	300.14	-1000000	-1000000	-1000000	-1000000	
3.500	0.00855	-191.53	0.9151	300.15	-1000000	-1000000	-1000000	-1000000	
3.520	0.00977	-192.36	0.9195	300.13	-1000000	-1000000	-1000000	-1000000	
3.540	0.01098	-192.95	0.9240	300.12	-1000000	-1000000	-1000000	-1000000	
3.560	0.01225	-193.03	0.9285	300.13	-1000000	-1000000	-1000000	-1000000	
3.580	0.01352	-192.78	0.9331	300.15	-1000000	-1000000	-1000000	-1000000	
3.600	0.01472	-192.76	0.9377	300.15	-1000000	-1000000	-1000000	-1000000	
3.620	0.01587	-193.37	0.9423	300.13	-1000000	-1000000	-1000000	-1000000	
3.640	0.01706	-194.79	0.9468	300.12	-1000000	-1000000	-1000000	-1000000	
3.660	0.01831	-196.47	0.9512	300.14	-1000000	-1000000	-1000000	-1000000	
3.680	0.01952	-197.97	0.9557	300.15	-1000000	-1000000	-1000000	-1000000	
3.700	0.02073	-198.85	0.9601	300.14	-1000000	-1000000	-1000000	-1000000	
3.720	0.02198	-199.22	0.9647	300.12	-1000000	-1000000	-1000000	-1000000	
3.740	0.02327	-199.38	0.9694	300.12	-1000000	-1000000	-1000000	-1000000	
3.760	0.02457	-198.87	0.9740	300.14	-1000000	-1000000	-1000000	-1000000	
3.780	0.02585	-198.02	0.9786	300.15	-1000000	-1000000	-1000000	-1000000	
3.800	0.02704	-197.58	0.9832	300.13	-1000000	-1000000	-1000000	-1000000	
3.820	0.02824	-197.45	0.9877	300.11	-1000000	-1000000	-1000000	-1000000	
3.840	0.02946	-197.53	0.9923	300.12	-1000000	-1000000	-1000000	-1000000	
3.860	0.03067	-197.64	0.9970	300.15	-1000000	-1000000	-1000000	-1000000	
3.880	0.03187	-197.66	1.002	300.15	-1000000	-1000000	-1000000	-1000000	
3.900	0.03312	-197.94	1.006	300.12	-1000000	-1000000	-1000000	-1000000	
3.920	0.03439	-198.76	1.011	300.12	-1000000	-1000000	-1000000	-1000000	
3.940	0.03569	-199.86	1.015	300.14	-1000000	-1000000	-1000000	-1000000	
3.960	0.03693	-201.18	1.020	300.15	-1000000	-1000000	-1000000	-1000000	
3.980	0.03815	-202.18	1.024	300.14	-1000000	-1000000	-1000000	-1000000	
4.000	0.03941	-202.63	1.029	300.12	-1000000	-1000000	-1000000	-1000000	
4.020	0.04068	-202.14	1.033	300.12	-1000000	-1000000	-1000000	-1000000	
4.040	0.04187	-201.28	1.038	300.14	-1000000	-1000000	-1000000	-1000000	
4.060	0.04311	-200.88	1.043	300.15	-1000000	-1000000	-1000000	-1000000	
4.080	0.04441	-201.01	1.047	300.13	-1000000	-1000000	-1000000	-1000000	
4.100	0.04571	-201.12	1.052	300.12	-1000000	-1000000	-1000000	-1000000	
4.120	0.04699	-200.94	1.057	300.13	-1000000	-1000000	-1000000	-1000000	
4.140	0.04824	-200.69	1.061	300.15	-1000000	-1000000	-1000000	-1000000	
4.160	0.04946	-200.31	1.066	300.15	-1000000	-1000000	-1000000	-1000000	
4.180	0.05064	-199.84	1.071	300.45	-1000000	-1000000	-1000000	-1000000	
4.200	0.05183	-199.48	1.075	302.49	-1000000	-1000000	-1000000	-1000000	
4.220	0.05304	-199.34	1.080	306.00	-1000000	-1000000	-1000000	-1000000	
4.240	0.05428	-199.77	1.084	309.35	-1000000	-1000000	-1000000	-1000000	
4.260	0.05555	-200.54	1.089	312.70	-1000000	-1000000	-1000000	-1000000	
4.280	0.05680	-201.07	1.094	316.18	-1000000	-1000000	-1000000	-1000000	
4.300	0.05803	-200.42	1.098	318.80	-1000000	-1000000	-1000000	-1000000	
4.320	0.05912	-196.44	1.103	320.70	-1000000	-1000000	-1000000	-1000000	
4.340	0.06003	-183.78	1.107	322.24	-1000000	-1000000	-1000000	-1000000	
4.360	0.06080	-156.69	1.112	323.59	-1000000	-1000000	-1000000	-1000000	
4.380	0.06135	-114.61	1.117	324.77	-1000000	-1000000	-1000000	-1000000	
4.400	0.06163	-60.97	1.121	325.61	-1000000	-1000000	-1000000	-1000000	
4.420	0.06173	-2.618	1.125	326.04	-1000000	-1000000	-1000000	-1000000	
4.440	0.06180	51.61	1.127	326.08	-1000000	-1000000	-1000000	-1000000	
4.460	0.06188	93.38	1.129	326.08	-1000000	-1000000	-1000000	-1000000	
4.480	0.06190	120.21	1.130	326.72	-1000000	-1000000	-1000000	-1000000	
4.500	0.06187	134.61	1.130	327.67	-1000000	-1000000	-1000000	-1000000	
4.520	0.06184	140.81	1.130	327.22	-1000000	-1000000	-1000000	-1000000	
4.540	0.06184	142.88	1.130	326.43	-1000000	-1000000	-1000000	-1000000	
4.560	0.06185	143.10	1.130	326.17	-1000000	-1000000	-1000000	-1000000	
4.580	0.06189	143.44	1.130	326.06	-1000000	-1000000	-1000000	-1000000	
4.600	0.06192	144.20	1.130	325.67	-1000000	-1000000	-1000000	-1000000	
4.620	0.06192	144.73	1.130	325.22	-1000000	-1000000	-1000000	-1000000	
4.640	0.06192	144.76	1.130	325.17	-1000000	-1000000	-1000000	-1000000	
4.660	0.06195	144.66	1.130	324.78	-1000000	-1000000	-1000000	-1000000	
4.680	0.06196	144.72	1.129	324.18	-1000000	-1000000	-1000000	-1000000	
4.700	0.06192	145.25	1.129	323.79	-1000000	-1000000	-1000000	-1000000	
4.720	0.06187	146.21	1.129	323.45	-1000000	-1000000	-1000000	-1000000	
4.740	0.06183	146.89	1.129	323.15	-1000000	-1000000	-1000000	-1000000	
4.760	0.06185	147.55	1.129	322.92	-1000000	-1000000	-1000000	-1000000	
4.780	0.06191	147.93	1.129	322.66	-1000000	-1000000	-1000000	-1000000	
4.800	0.06191	148.10	1.128	322.59	-1000000	-1000000	-1000000	-1000000	
4.820	0.06185	148.21	1.128	322.69	-1000000	-1000000	-1000000	-1000000	
4.840	0.06179	148.31	1.128	323.00	-1000000	-1000000	-1000000	-1000000	
4.860	0.06174	148.40	1.128	323.04	-1000000	-1000000	-1000000	-1000000	
4.880	0.06171	148.44	1.128	323.14	-1000000	-1000000	-1000000	-1000000	
4.900	0.06172	148.35	1.128	322.89	-1000000	-1000000	-1000000	-1000000	
4.920	0.06169	147.62	1.128	322.53	-1000000	-1000000	-1000000	-1000000	
4.940	0.06168	146.91	1.127	322.57	-1000000	-1000000	-1000000	-1000000	
4.960	0.06169	146.54	1.127	322.48	-1000000	-1000000	-1000000	-1000000	
4.980	0.06165	145.60	1.127	322.27	-1000000	-1000000	-1000000	-1000000	
5.000	0.06162	145.02	1.127	322.53	-1000000	-1000000	-1000000	-1000000	
5.020	0.06158	144.95	1.127	322.54	-1000000	-1000000	-1000000	-1000000	
5.040	0.06152	144.75	1.126	321.94	-1000000	-1000000	-1000000	-1000000	
5.060	0.06148	143.95	1.126	321.24	-1000000	-1000000	-1000000	-1000000	
5.080	0.06144	143.25	1.126	321.22	-1000000	-1000000	-1000000	-1000000	
5.100	0.06145	142.95	1.126	321.61	-1000000	-1000000	-1000000	-1000000	
5.120	0.06146	142.70	1.126	321.49	-1000000	-1000000	-1000000	-1000000	
5.140	0.06145	141.99	1.126	321.14	-1000000	-1000000	-1000000	-1000000	
5.160	0.06145	141.38	1.126	321.47	-1000000	-1000000	-1000000	-1000000	
5.180	0.06142	140.41	1.126	321.65	-1000000	-1000000	-1000000	-1000000	
5.200	0.06140	138.93	1.126	321.86	-1000000	-1000000	-1000000	-1000000	
5.220	0.06140	137.36	1.126	322.39	-1000000	-1000000	-1000000	-1000000	
5.240	0.06140	134.97	1.126	322.51	-1000000	-1000000	-1000000	-1000000	
5.260	0.06137	131.90	1.126	322.36	-1000000	-1000000	-1000000	-1000000	
5.280	0.06142	127.78	1.126	322.93	-1000000	-1000000	-1000000	-1000000	
5.300	0.06153	120.56	1.126	323.39	-1000000	-1000000	-1000000	-1000000	
5.320	0.06166	108.51	1.126	323.87	-1000000	-1000000	-1000000	-1000000	
5.340	0.06181	89.90	1.126	324.98	-1000000	-1000000	-1000000	-1000000	
5.360	0.06204	64.22	1.126	325.96	-1000000	-1000000	-1000000	-1000000	
5.380	0.06232	35.05	1.126	326.68	-1000000	-1000000	-1000000	-1000000	
5.400	0.06265	9.412	1.127	327.78	-1000000	-1000000	-1000000	-1000000	
5.420	0.06312	-3.335	1.128	328.25	-1000000	-1000000	-1000000	-1000000	
5.440	0.06352	1.372	1.130	328.50	-1000000	-1000000	-1000000	-1000000	
5.460	0.06372	22.00	1.132	328.69	-1000000	-1000000	-1000000	-1000000	
5.480	0.06380	53.73	1.135	329.10	-1000000	-1000000	-1000000	-1000000	
5.500	0.06384	88.16	1.136	329.41	-1000000	-1000000	-1000000	-1000000	
5.520	0.06385	117.12	1.137	329.74	-1000000	-1000000	-1000000	-1000000	
5.540	0.06384	136.43	1.138	329.96	-1000000	-1000000	-1000000	-1000000	
5.560	0.06381	146.59	1.138	330.12	-1000000	-1000000	-1000000	-1000000	
5.580	0.06381	150.61	1.138	330.10	-1000000	-1000000	-1000000	-1000000	
5.600	0.06386	152.11	1.138	329.92	-1000000	-1000000	-1000000	-1000000	
5.620	0.06389	152.72	1.138	329.77	-1000000	-1000000	-1000000	-1000000	
5.640	0.06387	152.86	1.137	329.66	-1000000	-1000000	-1000000	-1000000	
5.660	0.06382	153.07	1.137	329.60	-1000000	-1000000	-1000000	-1000000	
5.680	0.06375	153.18	1.137	329.55	-1000000	-1000000	-1000000	-1000000	
5.700	0.06366	153.35	1.137	329.12	-1000000	-1000000	-1000000	-1000000	
5.720	0.06362	153.37	1.137	328.92	-1000000	-1000000	-1000000	-1000000	
5.740	0.06361	153.26	1.136	329.22	-1000000	-1000000	-1000000	-1000000	
5.760	0.06362	152.62	1.136	329.48	-1000000	-1000000	-1000000	-1000000	
5.780	0.06362	151.86	1.136	329.47	-1000000	-1000000	-1000000	-1000000	
5.800	0.06362	151.37	1.136	329.85	-1000000	-1000000	-1000000	-1000000	
5.820	0.06361	150.53	1.135	330.22	-1000000	-1000000	-1000000	-1000000	
5.840	0.06360	149.49	1.135	330.09	-1000000	-1000000	-1000000	-1000000	
5.860	0.06360	148.14	1.135	329.90	-1000000	-1000000	-1000000	-1000000	
5.880	0.06358	146.73	1.135	329.80	-1000000	-1000000	-1000000	-1000000	
5.900	0.06351	145.47	1.135	329.55	-1000000	-1000000	-1000000	-1000000	
5.920	0.06348	144.04	1.134	329.61	-1000000	-1000000	-1000000	-1000000	
5.940	0.06349	141.97	1.134	329.75	-1000000	-1000000	-1000000	-1000000	
5.960	0.06356	139.69	1.134	329.88	-1000000	-1000000	-1000000	-1000000	
5.980	0.06359	136.84	1.134	330.14	-1000000	-1000000	-1000000	-1000000	
6.000	0.06359	133.06	1.134	329.94	-1000000	-1000000	-1000000	-1000000	
6.020	0.06357	128.10	1.134	329.82	-1000000	-1000000	-1000000	-1000000	
6.040	0.06360	120.22	1.134	330.01	-1000000	-1000000	-1000000	-1000000	
6.060	0.06371	107.40	1.134	330.51	-1000000	-1000000	-1000000	-1000000	
6.080	0.06388	88.04	1.134	331.46	-1000000	-1000000	-1000000	-1000000	
6.100	0.06406	62.08	1.134	332.71	-1000000	-1000000	-1000000	-1000000	
6.120	0.06436	34.23	1.135	333.69	-1000000	-1000000	-1000000	-1000000	
6.140	0.06475	11.03	1.136	334.47	-1000000	-1000000	-1000000	-1000000	
6.160	0.06518	-0.6305	1.137	335.11	-1000000	-1000000	-1000000	-1000000	
6.180	0.06553	3.677	1.139	335.69	-1000000	-1000000	-1000000	-1000000	
6.200	0.06573	22.93	1.141	336.00	-1000000	-1000000	-1000000	-1000000	
6.220	0.06584	52.05	1.143	336.46	-1000000	-1000000	-1000000	-1000000	
6.240	0.06584	83.40	1.144	336.93	-1000000	-1000000	-1000000	-1000000	
6.260	0.06584	109.47	1.145	337.08	-1000000	-1000000	-1000000	-1000000	
6.280	0.06592	127.18	1.146	337.01	-1000000	-1000000	-1000000	-1000000	
6.300	0.06596	137.72	1.146	337.08	-1000000	-1000000	-1000000	-1000000	
