Zeit  1 - Standardmessrate [s]	Maytec [mm]	Kraft [N]	Standardwegaufnehmer [mm]	Pyrometer [°C]	Drehwinkel [V]	MX840_0_CH 6 [V]	MX840_0_CH 7 [V]	MX840_0_CH 8 [V]
2.740	-0.05314	129.04	0.7027	300.15	-1000000	-1000000	-1000000	-1000000	
2.760	-0.05314	129.05	0.7027	300.13	-1000000	-1000000	-1000000	-1000000	
2.780	-0.05313	128.84	0.7027	300.11	-1000000	-1000000	-1000000	-1000000	
2.800	-0.05312	128.97	0.7027	300.12	-1000000	-1000000	-1000000	-1000000	
2.820	-0.05313	128.88	0.7027	300.14	-1000000	-1000000	-1000000	-1000000	
2.840	-0.05315	128.04	0.7027	300.13	-1000000	-1000000	-1000000	-1000000	
2.860	-0.05315	127.38	0.7027	300.11	-1000000	-1000000	-1000000	-1000000	
2.880	-0.05314	126.99	0.7027	300.11	-1000000	-1000000	-1000000	-1000000	
2.900	-0.05312	126.91	0.7027	300.13	-1000000	-1000000	-1000000	-1000000	
2.920	-0.05310	127.14	0.7026	300.14	-1000000	-1000000	-1000000	-1000000	
2.940	-0.05310	127.36	0.7027	300.13	-1000000	-1000000	-1000000	-1000000	
2.960	-0.05307	127.40	0.7027	300.11	-1000000	-1000000	-1000000	-1000000	
2.980	-0.05305	127.33	0.7027	300.13	-1000000	-1000000	-1000000	-1000000	
3.000	-0.05305	127.31	0.7027	300.14	-1000000	-1000000	-1000000	-1000000	
3.020	-0.05308	127.35	0.7027	300.14	-1000000	-1000000	-1000000	-1000000	
3.040	-0.05309	127.47	0.7027	300.11	-1000000	-1000000	-1000000	-1000000	
3.060	-0.05313	127.49	0.7026	300.11	-1000000	-1000000	-1000000	-1000000	
3.080	-0.05314	127.51	0.7026	300.13	-1000000	-1000000	-1000000	-1000000	
3.100	-0.05313	127.63	0.7026	300.14	-1000000	-1000000	-1000000	-1000000	
3.120	-0.05312	127.49	0.7026	300.13	-1000000	-1000000	-1000000	-1000000	
3.140	-0.05311	127.36	0.7026	300.11	-1000000	-1000000	-1000000	-1000000	
3.160	-0.05311	127.28	0.7027	300.12	-1000000	-1000000	-1000000	-1000000	
3.180	-0.05310	127.16	0.7027	300.14	-1000000	-1000000	-1000000	-1000000	
3.200	-0.05310	127.21	0.7026	300.14	-1000000	-1000000	-1000000	-1000000	
3.220	-0.05315	127.18	0.7026	300.12	-1000000	-1000000	-1000000	-1000000	
3.240	-0.05315	127.15	0.7026	300.11	-1000000	-1000000	-1000000	-1000000	
3.260	-0.05309	127.25	0.7026	300.12	-1000000	-1000000	-1000000	-1000000	
3.280	-0.05300	127.42	0.7026	300.14	-1000000	-1000000	-1000000	-1000000	
3.300	-0.05298	128.18	0.7026	300.13	-1000000	-1000000	-1000000	-1000000	
3.320	-0.05302	128.93	0.7026	300.11	-1000000	-1000000	-1000000	-1000000	
3.340	-0.05306	129.23	0.7026	300.11	-1000000	-1000000	-1000000	-1000000	
3.360	-0.05308	129.23	0.7026	300.13	-1000000	-1000000	-1000000	-1000000	
3.380	-0.05309	129.10	0.7027	300.14	-1000000	-1000000	-1000000	-1000000	
3.400	-0.05308	128.97	0.7027	300.12	-1000000	-1000000	-1000000	-1000000	
3.420	-0.05303	129.00	0.7027	300.11	-1000000	-1000000	-1000000	-1000000	
3.440	-0.05300	129.12	0.7026	300.12	-1000000	-1000000	-1000000	-1000000	
3.460	-0.05302	129.16	0.7027	300.14	-1000000	-1000000	-1000000	-1000000	
3.480	-0.05304	129.06	0.7027	300.13	-1000000	-1000000	-1000000	-1000000	
3.500	-0.05303	128.93	0.7026	300.11	-1000000	-1000000	-1000000	-1000000	
3.520	-0.05302	128.91	0.7026	300.11	-1000000	-1000000	-1000000	-1000000	
3.540	-0.05302	128.98	0.7027	300.13	-1000000	-1000000	-1000000	-1000000	
3.560	-0.05302	129.04	0.7027	300.14	-1000000	-1000000	-1000000	-1000000	
3.580	-0.05300	128.72	0.7027	300.12	-1000000	-1000000	-1000000	-1000000	
3.600	-0.05294	127.92	0.7027	300.11	-1000000	-1000000	-1000000	-1000000	
3.620	-0.05293	127.36	0.7027	300.12	-1000000	-1000000	-1000000	-1000000	
3.640	-0.05297	127.28	0.7026	300.14	-1000000	-1000000	-1000000	-1000000	
3.660	-0.05302	127.32	0.7027	300.13	-1000000	-1000000	-1000000	-1000000	
3.680	-0.05302	127.30	0.7027	300.11	-1000000	-1000000	-1000000	-1000000	
3.700	-0.05299	127.32	0.7026	300.11	-1000000	-1000000	-1000000	-1000000	
3.720	-0.05295	127.38	0.7026	300.13	-1000000	-1000000	-1000000	-1000000	
3.740	-0.05294	127.32	0.7026	300.14	-1000000	-1000000	-1000000	-1000000	
3.760	-0.05295	127.19	0.7026	300.12	-1000000	-1000000	-1000000	-1000000	
3.780	-0.05299	127.19	0.7026	300.11	-1000000	-1000000	-1000000	-1000000	
3.800	-0.05301	127.36	0.7029	300.12	-1000000	-1000000	-1000000	-1000000	
3.820	-0.05300	127.40	0.7032	300.14	-1000000	-1000000	-1000000	-1000000	
3.840	-0.05301	127.22	0.7033	300.14	-1000000	-1000000	-1000000	-1000000	
3.860	-0.05303	127.20	0.7033	300.12	-1000000	-1000000	-1000000	-1000000	
3.880	-0.05302	127.30	0.7032	300.11	-1000000	-1000000	-1000000	-1000000	
3.900	-0.05300	127.42	0.7032	300.13	-1000000	-1000000	-1000000	-1000000	
3.920	-0.05298	127.43	0.7033	300.14	-1000000	-1000000	-1000000	-1000000	
3.940	-0.05302	127.56	0.7033	300.13	-1000000	-1000000	-1000000	-1000000	
3.960	-0.05302	127.56	0.7033	300.11	-1000000	-1000000	-1000000	-1000000	
3.980	-0.05299	126.82	0.7033	300.12	-1000000	-1000000	-1000000	-1000000	
4.000	-0.05295	126.12	0.7033	300.14	-1000000	-1000000	-1000000	-1000000	
4.020	-0.05296	125.84	0.7034	300.14	-1000000	-1000000	-1000000	-1000000	
4.040	-0.05297	125.58	0.7034	300.12	-1000000	-1000000	-1000000	-1000000	
4.060	-0.05295	124.84	0.7034	300.11	-1000000	-1000000	-1000000	-1000000	
4.080	-0.05286	123.87	0.7034	300.13	-1000000	-1000000	-1000000	-1000000	
4.100	-0.05276	122.52	0.7034	300.14	-1000000	-1000000	-1000000	-1000000	
4.120	-0.05271	119.95	0.7033	300.14	-1000000	-1000000	-1000000	-1000000	
4.140	-0.05262	114.88	0.7033	300.11	-1000000	-1000000	-1000000	-1000000	
4.160	-0.05245	106.62	0.7033	300.11	-1000000	-1000000	-1000000	-1000000	
4.180	-0.05223	95.20	0.7036	300.13	-1000000	-1000000	-1000000	-1000000	
4.200	-0.05201	81.42	0.7039	300.15	-1000000	-1000000	-1000000	-1000000	
4.220	-0.05171	67.37	0.7043	300.13	-1000000	-1000000	-1000000	-1000000	
4.240	-0.05127	55.65	0.7050	300.11	-1000000	-1000000	-1000000	-1000000	
4.260	-0.05089	47.99	0.7059	300.12	-1000000	-1000000	-1000000	-1000000	
4.280	-0.05060	44.80	0.7069	300.14	-1000000	-1000000	-1000000	-1000000	
4.300	-0.05032	44.87	0.7081	300.14	-1000000	-1000000	-1000000	-1000000	
4.320	-0.05001	46.21	0.7094	300.12	-1000000	-1000000	-1000000	-1000000	
4.340	-0.04970	47.83	0.7107	300.11	-1000000	-1000000	-1000000	-1000000	
4.360	-0.04938	49.24	0.7118	300.13	-1000000	-1000000	-1000000	-1000000	
4.380	-0.04902	49.27	0.7129	300.14	-1000000	-1000000	-1000000	-1000000	
4.400	-0.04865	48.37	0.7140	300.13	-1000000	-1000000	-1000000	-1000000	
4.420	-0.04832	47.26	0.7151	300.11	-1000000	-1000000	-1000000	-1000000	
4.440	-0.04802	46.39	0.7162	300.12	-1000000	-1000000	-1000000	-1000000	
4.460	-0.04770	45.82	0.7175	300.14	-1000000	-1000000	-1000000	-1000000	
4.480	-0.04734	45.95	0.7188	300.14	-1000000	-1000000	-1000000	-1000000	
4.500	-0.04701	46.48	0.7199	300.12	-1000000	-1000000	-1000000	-1000000	
4.520	-0.04668	46.72	0.7209	300.11	-1000000	-1000000	-1000000	-1000000	
4.540	-0.04635	46.43	0.7222	300.12	-1000000	-1000000	-1000000	-1000000	
4.560	-0.04597	45.59	0.7235	300.14	-1000000	-1000000	-1000000	-1000000	
4.580	-0.04555	45.05	0.7245	300.13	-1000000	-1000000	-1000000	-1000000	
4.600	-0.04520	44.93	0.7256	300.11	-1000000	-1000000	-1000000	-1000000	
4.620	-0.04490	44.50	0.7268	300.12	-1000000	-1000000	-1000000	-1000000	
4.640	-0.04461	43.82	0.7281	300.13	-1000000	-1000000	-1000000	-1000000	
4.660	-0.04433	43.48	0.7293	300.14	-1000000	-1000000	-1000000	-1000000	
4.680	-0.04392	43.09	0.7303	300.12	-1000000	-1000000	-1000000	-1000000	
4.700	-0.04353	42.31	0.7315	300.11	-1000000	-1000000	-1000000	-1000000	
4.720	-0.04317	41.75	0.7328	300.12	-1000000	-1000000	-1000000	-1000000	
4.740	-0.04281	41.46	0.7341	300.14	-1000000	-1000000	-1000000	-1000000	
4.760	-0.04244	41.52	0.7354	300.13	-1000000	-1000000	-1000000	-1000000	
4.780	-0.04208	41.59	0.7366	300.11	-1000000	-1000000	-1000000	-1000000	
4.800	-0.04173	41.48	0.7377	300.11	-1000000	-1000000	-1000000	-1000000	
4.820	-0.04139	41.49	0.7390	300.14	-1000000	-1000000	-1000000	-1000000	
4.840	-0.04104	41.56	0.7402	300.15	-1000000	-1000000	-1000000	-1000000	
4.860	-0.04071	41.54	0.7415	300.13	-1000000	-1000000	-1000000	-1000000	
4.880	-0.04032	41.23	0.7429	300.11	-1000000	-1000000	-1000000	-1000000	
4.900	-0.03990	40.43	0.7443	300.12	-1000000	-1000000	-1000000	-1000000	
4.920	-0.03951	39.92	0.7456	300.13	-1000000	-1000000	-1000000	-1000000	
4.940	-0.03912	39.89	0.7467	300.13	-1000000	-1000000	-1000000	-1000000	
4.960	-0.03877	39.91	0.7478	300.12	-1000000	-1000000	-1000000	-1000000	
4.980	-0.03844	39.97	0.7490	300.11	-1000000	-1000000	-1000000	-1000000	
5.000	-0.03809	40.09	0.7503	300.13	-1000000	-1000000	-1000000	-1000000	
5.020	-0.03771	39.96	0.7517	300.14	-1000000	-1000000	-1000000	-1000000	
5.040	-0.03731	39.85	0.7530	300.13	-1000000	-1000000	-1000000	-1000000	
5.060	-0.03687	39.91	0.7543	300.11	-1000000	-1000000	-1000000	-1000000	
5.080	-0.03651	39.94	0.7556	300.12	-1000000	-1000000	-1000000	-1000000	
5.100	-0.03622	39.87	0.7570	300.14	-1000000	-1000000	-1000000	-1000000	
5.120	-0.03592	39.92	0.7584	300.14	-1000000	-1000000	-1000000	-1000000	
5.140	-0.03554	39.63	0.7597	300.11	-1000000	-1000000	-1000000	-1000000	
5.160	-0.03514	38.95	0.7611	300.11	-1000000	-1000000	-1000000	-1000000	
5.180	-0.03477	38.61	0.7624	300.13	-1000000	-1000000	-1000000	-1000000	
5.200	-0.03435	38.14	0.7638	300.14	-1000000	-1000000	-1000000	-1000000	
5.220	-0.03392	37.32	0.7649	300.13	-1000000	-1000000	-1000000	-1000000	
5.240	-0.03357	36.63	0.7660	300.11	-1000000	-1000000	-1000000	-1000000	
5.260	-0.03319	35.70	0.7672	300.12	-1000000	-1000000	-1000000	-1000000	
5.280	-0.03281	35.02	0.7685	300.14	-1000000	-1000000	-1000000	-1000000	
5.300	-0.03245	34.71	0.7699	300.14	-1000000	-1000000	-1000000	-1000000	
5.320	-0.03209	34.78	0.7712	300.12	-1000000	-1000000	-1000000	-1000000	
5.340	-0.03172	34.65	0.7725	300.11	-1000000	-1000000	-1000000	-1000000	
5.360	-0.03129	34.79	0.7738	300.13	-1000000	-1000000	-1000000	-1000000	
5.380	-0.03084	34.74	0.7752	300.14	-1000000	-1000000	-1000000	-1000000	
5.400	-0.03047	33.97	0.7765	300.13	-1000000	-1000000	-1000000	-1000000	
5.420	-0.03008	33.47	0.7779	300.11	-1000000	-1000000	-1000000	-1000000	
5.440	-0.02970	33.29	0.7792	300.12	-1000000	-1000000	-1000000	-1000000	
5.460	-0.02935	33.32	0.7805	300.14	-1000000	-1000000	-1000000	-1000000	
5.480	-0.02896	33.28	0.7818	300.14	-1000000	-1000000	-1000000	-1000000	
5.500	-0.02859	33.32	0.7831	300.12	-1000000	-1000000	-1000000	-1000000	
5.520	-0.02820	33.07	0.7845	300.11	-1000000	-1000000	-1000000	-1000000	
5.540	-0.02776	33.48	0.7858	300.13	-1000000	-1000000	-1000000	-1000000	
5.560	-0.02735	34.32	0.7871	300.14	-1000000	-1000000	-1000000	-1000000	
5.580	-0.02694	35.00	0.7885	300.13	-1000000	-1000000	-1000000	-1000000	
5.600	-0.02653	35.00	0.7899	300.11	-1000000	-1000000	-1000000	-1000000	
5.620	-0.02617	34.38	0.7912	300.11	-1000000	-1000000	-1000000	-1000000	
5.640	-0.02580	33.85	0.7926	300.14	-1000000	-1000000	-1000000	-1000000	
5.660	-0.02545	33.40	0.7939	300.14	-1000000	-1000000	-1000000	-1000000	
5.680	-0.02504	33.00	0.7953	300.13	-1000000	-1000000	-1000000	-1000000	
5.700	-0.02457	32.06	0.7967	300.11	-1000000	-1000000	-1000000	-1000000	
5.720	-0.02416	31.73	0.7980	300.12	-1000000	-1000000	-1000000	-1000000	
5.740	-0.02378	31.55	0.7995	300.14	-1000000	-1000000	-1000000	-1000000	
5.760	-0.02339	31.73	0.8011	300.14	-1000000	-1000000	-1000000	-1000000	
5.780	-0.02296	31.56	0.8026	300.12	-1000000	-1000000	-1000000	-1000000	
5.800	-0.02251	32.18	0.8040	300.11	-1000000	-1000000	-1000000	-1000000	
5.820	-0.02209	32.23	0.8053	300.13	-1000000	-1000000	-1000000	-1000000	
5.840	-0.02168	32.15	0.8067	300.14	-1000000	-1000000	-1000000	-1000000	
5.860	-0.02131	31.79	0.8080	300.13	-1000000	-1000000	-1000000	-1000000	
5.880	-0.02095	31.77	0.8094	300.11	-1000000	-1000000	-1000000	-1000000	
5.900	-0.02051	31.46	0.8107	300.11	-1000000	-1000000	-1000000	-1000000	
5.920	-0.02006	31.55	0.8120	300.13	-1000000	-1000000	-1000000	-1000000	
5.940	-0.01968	31.43	0.8133	300.14	-1000000	-1000000	-1000000	-1000000	
5.960	-0.01930	31.77	0.8147	300.12	-1000000	-1000000	-1000000	-1000000	
5.980	-0.01887	31.64	0.8162	300.11	-1000000	-1000000	-1000000	-1000000	
6.000	-0.01845	31.57	0.8179	300.12	-1000000	-1000000	-1000000	-1000000	
6.020	-0.01803	31.26	0.8194	300.14	-1000000	-1000000	-1000000	-1000000	
6.040	-0.01764	31.42	0.8207	300.13	-1000000	-1000000	-1000000	-1000000	
6.060	-0.01723	31.36	0.8221	300.11	-1000000	-1000000	-1000000	-1000000	
6.080	-0.01682	31.77	0.8235	300.12	-1000000	-1000000	-1000000	-1000000	
6.100	-0.01642	31.87	0.8249	300.14	-1000000	-1000000	-1000000	-1000000	
6.120	-0.01599	31.93	0.8262	300.14	-1000000	-1000000	-1000000	-1000000	
6.140	-0.01561	31.82	0.8275	300.12	-1000000	-1000000	-1000000	-1000000	
6.160	-0.01521	31.73	0.8288	300.11	-1000000	-1000000	-1000000	-1000000	
6.180	-0.01481	30.82	0.8302	300.13	-1000000	-1000000	-1000000	-1000000	
6.200	-0.01436	30.26	0.8315	300.14	-1000000	-1000000	-1000000	-1000000	
