Zeit  1 - Standardmessrate [s]	Maytec [mm]	Kraft [N]	Standardwegaufnehmer [mm]	Pyrometer [°C]	Drehwinkel [V]	MX840_0_CH 6 [V]	MX840_0_CH 7 [V]	MX840_0_CH 8 [V]
3.480	-0.03297	56.56	-0.6733	300.14	-1000000	-1000000	-1000000	-1000000	
3.500	-0.03295	56.70	-0.6733	300.14	-1000000	-1000000	-1000000	-1000000	
3.520	-0.03293	56.52	-0.6733	300.11	-1000000	-1000000	-1000000	-1000000	
3.540	-0.03294	55.91	-0.6732	300.11	-1000000	-1000000	-1000000	-1000000	
3.560	-0.03293	55.28	-0.6728	300.13	-1000000	-1000000	-1000000	-1000000	
3.580	-0.03296	55.12	-0.6726	300.15	-1000000	-1000000	-1000000	-1000000	
3.600	-0.03295	55.05	-0.6726	300.13	-1000000	-1000000	-1000000	-1000000	
3.620	-0.03292	54.27	-0.6726	300.11	-1000000	-1000000	-1000000	-1000000	
3.640	-0.03291	53.33	-0.6726	300.12	-1000000	-1000000	-1000000	-1000000	
3.660	-0.03291	52.06	-0.6726	300.14	-1000000	-1000000	-1000000	-1000000	
3.680	-0.03287	49.95	-0.6726	300.14	-1000000	-1000000	-1000000	-1000000	
3.700	-0.03275	46.10	-0.6727	300.12	-1000000	-1000000	-1000000	-1000000	
3.720	-0.03255	39.22	-0.6726	300.11	-1000000	-1000000	-1000000	-1000000	
3.740	-0.03236	28.89	-0.6723	300.13	-1000000	-1000000	-1000000	-1000000	
3.760	-0.03215	14.82	-0.6720	300.14	-1000000	-1000000	-1000000	-1000000	
3.780	-0.03183	0.2429	-0.6716	300.13	-1000000	-1000000	-1000000	-1000000	
3.800	-0.03145	-12.01	-0.6711	300.11	-1000000	-1000000	-1000000	-1000000	
3.820	-0.03106	-20.87	-0.6701	300.12	-1000000	-1000000	-1000000	-1000000	
3.840	-0.03068	-23.61	-0.6689	300.14	-1000000	-1000000	-1000000	-1000000	
3.860	-0.03032	-20.89	-0.6676	300.14	-1000000	-1000000	-1000000	-1000000	
3.880	-0.02999	-14.77	-0.6661	300.12	-1000000	-1000000	-1000000	-1000000	
3.900	-0.02974	-7.984	-0.6646	300.11	-1000000	-1000000	-1000000	-1000000	
3.920	-0.02949	-2.987	-0.6633	300.13	-1000000	-1000000	-1000000	-1000000	
3.940	-0.02914	-1.484	-0.6622	300.14	-1000000	-1000000	-1000000	-1000000	
3.960	-0.02878	-3.348	-0.6612	300.13	-1000000	-1000000	-1000000	-1000000	
3.980	-0.02844	-6.924	-0.6603	300.11	-1000000	-1000000	-1000000	-1000000	
4.000	-0.02808	-9.283	-0.6592	300.12	-1000000	-1000000	-1000000	-1000000	
4.020	-0.02772	-9.888	-0.6579	300.14	-1000000	-1000000	-1000000	-1000000	
4.040	-0.02736	-10.74	-0.6568	300.14	-1000000	-1000000	-1000000	-1000000	
4.060	-0.02700	-11.48	-0.6558	300.12	-1000000	-1000000	-1000000	-1000000	
4.080	-0.02668	-11.17	-0.6546	300.11	-1000000	-1000000	-1000000	-1000000	
4.100	-0.02639	-10.21	-0.6534	300.12	-1000000	-1000000	-1000000	-1000000	
4.120	-0.02607	-10.13	-0.6523	300.14	-1000000	-1000000	-1000000	-1000000	
4.140	-0.02576	-11.00	-0.6512	300.13	-1000000	-1000000	-1000000	-1000000	
4.160	-0.02546	-11.28	-0.6500	300.11	-1000000	-1000000	-1000000	-1000000	
4.180	-0.02513	-11.21	-0.6489	300.12	-1000000	-1000000	-1000000	-1000000	
4.200	-0.02475	-12.04	-0.6479	300.14	-1000000	-1000000	-1000000	-1000000	
4.220	-0.02436	-12.62	-0.6466	300.15	-1000000	-1000000	-1000000	-1000000	
4.240	-0.02391	-11.95	-0.6452	300.13	-1000000	-1000000	-1000000	-1000000	
4.260	-0.02354	-11.63	-0.6439	300.11	-1000000	-1000000	-1000000	-1000000	
4.280	-0.02326	-12.36	-0.6428	300.12	-1000000	-1000000	-1000000	-1000000	
4.300	-0.02294	-12.40	-0.6417	300.14	-1000000	-1000000	-1000000	-1000000	
4.320	-0.02262	-11.89	-0.6405	300.14	-1000000	-1000000	-1000000	-1000000	
4.340	-0.02229	-13.00	-0.6392	300.12	-1000000	-1000000	-1000000	-1000000	
4.360	-0.02193	-14.10	-0.6380	300.11	-1000000	-1000000	-1000000	-1000000	
4.380	-0.02153	-13.62	-0.6369	300.13	-1000000	-1000000	-1000000	-1000000	
4.400	-0.02116	-13.84	-0.6358	300.14	-1000000	-1000000	-1000000	-1000000	
4.420	-0.02085	-15.14	-0.6345	300.13	-1000000	-1000000	-1000000	-1000000	
4.440	-0.02050	-15.23	-0.6332	300.11	-1000000	-1000000	-1000000	-1000000	
4.460	-0.02013	-15.81	-0.6321	300.12	-1000000	-1000000	-1000000	-1000000	
4.480	-0.01969	-16.82	-0.6310	300.14	-1000000	-1000000	-1000000	-1000000	
4.500	-0.01933	-16.88	-0.6298	300.14	-1000000	-1000000	-1000000	-1000000	
4.520	-0.01903	-17.38	-0.6285	300.12	-1000000	-1000000	-1000000	-1000000	
4.540	-0.01871	-17.30	-0.6271	300.11	-1000000	-1000000	-1000000	-1000000	
4.560	-0.01835	-17.14	-0.6258	300.13	-1000000	-1000000	-1000000	-1000000	
4.580	-0.01796	-18.03	-0.6247	300.14	-1000000	-1000000	-1000000	-1000000	
4.600	-0.01759	-18.42	-0.6236	300.13	-1000000	-1000000	-1000000	-1000000	
4.620	-0.01724	-18.83	-0.6224	300.11	-1000000	-1000000	-1000000	-1000000	
4.640	-0.01689	-18.81	-0.6210	300.12	-1000000	-1000000	-1000000	-1000000	
4.660	-0.01652	-18.70	-0.6197	300.14	-1000000	-1000000	-1000000	-1000000	
4.680	-0.01614	-18.97	-0.6184	300.14	-1000000	-1000000	-1000000	-1000000	
4.700	-0.01575	-18.79	-0.6170	300.12	-1000000	-1000000	-1000000	-1000000	
4.720	-0.01540	-19.16	-0.6157	300.11	-1000000	-1000000	-1000000	-1000000	
4.740	-0.01502	-18.97	-0.6143	300.12	-1000000	-1000000	-1000000	-1000000	
4.760	-0.01465	-18.65	-0.6131	300.14	-1000000	-1000000	-1000000	-1000000	
4.780	-0.01429	-18.91	-0.6120	300.13	-1000000	-1000000	-1000000	-1000000	
4.800	-0.01390	-18.72	-0.6109	300.11	-1000000	-1000000	-1000000	-1000000	
4.820	-0.01347	-19.00	-0.6097	300.11	-1000000	-1000000	-1000000	-1000000	
4.840	-0.01309	-18.69	-0.6084	300.14	-1000000	-1000000	-1000000	-1000000	
4.860	-0.01276	-18.47	-0.6071	300.14	-1000000	-1000000	-1000000	-1000000	
4.880	-0.01240	-18.97	-0.6058	300.12	-1000000	-1000000	-1000000	-1000000	
4.900	-0.01199	-19.42	-0.6043	300.11	-1000000	-1000000	-1000000	-1000000	
4.920	-0.01156	-20.18	-0.6029	300.12	-1000000	-1000000	-1000000	-1000000	
4.940	-0.01121	-20.31	-0.6016	300.14	-1000000	-1000000	-1000000	-1000000	
4.960	-0.01090	-20.52	-0.6003	300.14	-1000000	-1000000	-1000000	-1000000	
4.980	-0.01054	-20.44	-0.5990	300.12	-1000000	-1000000	-1000000	-1000000	
5.000	-0.01013	-20.41	-0.5978	300.12	-1000000	-1000000	-1000000	-1000000	
5.020	-0.00967	-20.49	-0.5967	300.14	-1000000	-1000000	-1000000	-1000000	
5.040	-0.00929	-20.05	-0.5955	300.14	-1000000	-1000000	-1000000	-1000000	
5.060	-0.00896	-20.30	-0.5942	300.12	-1000000	-1000000	-1000000	-1000000	
5.080	-0.00861	-20.16	-0.5929	300.11	-1000000	-1000000	-1000000	-1000000	
5.100	-0.00823	-20.47	-0.5916	300.12	-1000000	-1000000	-1000000	-1000000	
5.120	-0.00786	-20.56	-0.5902	300.14	-1000000	-1000000	-1000000	-1000000	
5.140	-0.00751	-20.51	-0.5888	300.14	-1000000	-1000000	-1000000	-1000000	
5.160	-0.00712	-20.51	-0.5875	300.12	-1000000	-1000000	-1000000	-1000000	
5.180	-0.00669	-20.49	-0.5862	300.11	-1000000	-1000000	-1000000	-1000000	
5.200	-0.00627	-20.73	-0.5848	300.13	-1000000	-1000000	-1000000	-1000000	
5.220	-0.00590	-20.39	-0.5834	300.14	-1000000	-1000000	-1000000	-1000000	
5.240	-0.00551	-20.79	-0.5822	300.12	-1000000	-1000000	-1000000	-1000000	
5.260	-0.00511	-21.07	-0.5809	300.11	-1000000	-1000000	-1000000	-1000000	
5.280	-0.00472	-21.26	-0.5796	300.11	-1000000	-1000000	-1000000	-1000000	
5.300	-0.00436	-20.75	-0.5782	300.13	-1000000	-1000000	-1000000	-1000000	
5.320	-0.00394	-20.48	-0.5768	300.13	-1000000	-1000000	-1000000	-1000000	
5.340	-0.00353	-20.67	-0.5755	300.11	-1000000	-1000000	-1000000	-1000000	
5.360	-0.00312	-20.39	-0.5741	300.12	-1000000	-1000000	-1000000	-1000000	
5.380	-0.00271	-20.55	-0.5728	300.14	-1000000	-1000000	-1000000	-1000000	
5.400	-0.00234	-20.76	-0.5714	300.14	-1000000	-1000000	-1000000	-1000000	
5.420	-0.00197	-21.79	-0.5701	300.12	-1000000	-1000000	-1000000	-1000000	
5.440	-0.00158	-22.23	-0.5687	300.11	-1000000	-1000000	-1000000	-1000000	
5.460	-0.00117	-22.56	-0.5674	300.12	-1000000	-1000000	-1000000	-1000000	
5.480	-0.00075	-22.46	-0.5660	300.13	-1000000	-1000000	-1000000	-1000000	
5.500	-0.00036	-23.16	-0.5647	300.14	-1000000	-1000000	-1000000	-1000000	
5.520	0.000	-23.58	-0.5634	300.12	-1000000	-1000000	-1000000	-1000000	
5.540	0.00046	-23.88	-0.5620	300.11	-1000000	-1000000	-1000000	-1000000	
5.560	0.00084	-24.00	-0.5606	300.12	-1000000	-1000000	-1000000	-1000000	
5.580	0.00124	-24.21	-0.5593	300.14	-1000000	-1000000	-1000000	-1000000	
5.600	0.00164	-24.13	-0.5580	300.12	-1000000	-1000000	-1000000	-1000000	
5.620	0.00203	-24.83	-0.5567	300.11	-1000000	-1000000	-1000000	-1000000	
5.640	0.00240	-25.35	-0.5554	300.12	-1000000	-1000000	-1000000	-1000000	
5.660	0.00283	-25.74	-0.5540	300.15	-1000000	-1000000	-1000000	-1000000	
5.680	0.00328	-25.57	-0.5526	300.14	-1000000	-1000000	-1000000	-1000000	
5.700	0.00370	-25.55	-0.5513	300.12	-1000000	-1000000	-1000000	-1000000	
5.720	0.00406	-25.28	-0.5500	300.11	-1000000	-1000000	-1000000	-1000000	
5.740	0.00443	-25.62	-0.5485	300.12	-1000000	-1000000	-1000000	-1000000	
5.760	0.00485	-25.36	-0.5469	300.14	-1000000	-1000000	-1000000	-1000000	
5.780	0.00531	-24.64	-0.5453	300.13	-1000000	-1000000	-1000000	-1000000	
5.800	0.00574	-23.96	-0.5440	300.11	-1000000	-1000000	-1000000	-1000000	
5.820	0.00611	-23.92	-0.5426	300.11	-1000000	-1000000	-1000000	-1000000	
5.840	0.00649	-23.67	-0.5413	300.13	-1000000	-1000000	-1000000	-1000000	
5.860	0.00696	-23.85	-0.5399	300.14	-1000000	-1000000	-1000000	-1000000	
5.880	0.00739	-23.87	-0.5385	300.12	-1000000	-1000000	-1000000	-1000000	
5.900	0.00777	-24.75	-0.5372	300.12	-1000000	-1000000	-1000000	-1000000	
5.920	0.00817	-25.37	-0.5358	300.13	-1000000	-1000000	-1000000	-1000000	
5.940	0.00857	-25.56	-0.5345	300.14	-1000000	-1000000	-1000000	-1000000	
5.960	0.00896	-25.33	-0.5331	300.13	-1000000	-1000000	-1000000	-1000000	
5.980	0.00939	-25.54	-0.5317	300.11	-1000000	-1000000	-1000000	-1000000	
6.000	0.00983	-25.56	-0.5304	300.11	-1000000	-1000000	-1000000	-1000000	
6.020	0.01027	-25.49	-0.5291	300.13	-1000000	-1000000	-1000000	-1000000	
